ID,name,customer_id,state_id,country_id,branch_id,type,street,street2,zip,city,phone,company_name,is_company,customer_rank,education_level_id,kyc_limit_id,tier_id,identification_type_id,region_id,sector_id,customer_industry_id,sex_id,account_officer_id,risk_level_id,global_pep_id,bvn,identification_number,firstname,short_name,lastname,middlename,othername,town,risk_level,internal_category,anti_bribery_file_name,data_protection_file_name,whistle_blowing_file_name,anti_money_laundering_file_name,address,customer_title,gender,marital_status,employment_status,state_residence,nin,customer_rating,origin,first_risk_rating,pep,customer_phone,branch_code,identification_expiry_date,dob,registration_date,company_reg_date,risk_score,is_pep,is_watchlist,is_fep,is_blacklist,global_pep,is_greylist,likely_sanction,likely_pep
partner_62,HECTOR DONALD,1000000062,NULL,163,62,,,,,,7012345662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_63,HOSEA LOWELL,1000000063,NULL,163,63,,,,,,7012345663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_64,AMIL FORREST,1000000064,NULL,163,64,,,,,,7012345664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_65,ALCIDE WINSTON,1000000065,NULL,163,65,,,,,,7012345665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_66,MILO LESLIE,1000000066,NULL,163,66,,,,,,7012345666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_67,ELIZABETH NICOLAS,1000000067,NULL,163,67,,,,,,7012345667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_68,THAD NOAH,1000000068,NULL,163,68,,,,,,7012345668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_69,COLONEL BENEDICT,1000000069,NULL,163,69,,,,,,7012345669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_70,AL AUSTIN,1000000070,NULL,163,70,,,,,,7012345670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_71,ELBERT MONROE,1000000071,NULL,163,1,,,,,,7012345671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_72,FRANCIS ANTONE,1000000072,NULL,163,2,,,,,,7012345672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_73,STEWART FRANK,1000000073,NULL,163,3,,,,,,7012345673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_74,MART ANDRES,1000000074,NULL,163,4,,,,,,7012345674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_75,NORVAL ELMER,1000000075,NULL,163,5,,,,,,7012345675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_76,ED FINLEY,1000000076,NULL,163,6,,,,,,7012345676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_77,GARDNER BAILEY,1000000077,NULL,163,7,,,,,,7012345677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_78,CONLEY AUBREY,1000000078,NULL,163,8,,,,,,7012345678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_79,ERIC MILO,1000000079,NULL,163,9,,,,,,7012345679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_80,HAL BERNARD,1000000080,NULL,163,10,,,,,,7012345680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_81,CARTER CLEAVE,1000000081,NULL,163,11,,,,,,7012345681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_82,FULLER DANIAL,1000000082,NULL,163,12,,,,,,7012345682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_83,JEWELL LARK,1000000083,NULL,163,13,,,,,,7012345683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_84,BENNY HENRI,1000000084,NULL,163,14,,,,,,7012345684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_85,HALLIE PLEASANT,1000000085,NULL,163,15,,,,,,7012345685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_86,CORNELIOUS PAUL,1000000086,NULL,163,16,,,,,,7012345686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_87,RENE TED,1000000087,NULL,163,17,,,,,,7012345687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_88,VINCENT JEAN,1000000088,NULL,163,18,,,,,,7012345688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_89,RUPERT LACY,1000000089,NULL,163,19,,,,,,7012345689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_90,ALBION PABLO,1000000090,NULL,163,20,,,,,,7012345690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_91,RANDALL BUFORD,1000000091,NULL,163,21,,,,,,7012345691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_92,ERIC SID,1000000092,NULL,163,22,,,,,,7012345692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_93,CICERO MERLIN,1000000093,NULL,163,23,,,,,,7012345693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_94,HOBART ANTONE,1000000094,NULL,163,24,,,,,,7012345694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_95,ALVAH ARVID,1000000095,NULL,163,25,,,,,,7012345695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_96,OTHO EDMON,1000000096,NULL,163,26,,,,,,7012345696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_97,ANGUS ALCIDE,1000000097,NULL,163,27,,,,,,7012345697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_98,VERNIE ELIAS,1000000098,NULL,163,28,,,,,,7012345698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_99,WEBB CLARK,1000000099,NULL,163,29,,,,,,7012345699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_100,CARSON HARMAN,1000000100,NULL,163,30,,,,,,7012345700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_101,JUAN ALEJANDRO,1000000101,NULL,163,31,,,,,,7012345701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_102,VINCENT AUGUSTINE,1000000102,NULL,163,32,,,,,,7012345702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_103,BYRON TERRY,1000000103,NULL,163,33,,,,,,7012345703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_104,BENJAMIN GREGORY,1000000104,NULL,163,34,,,,,,7012345704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_105,BENEDICT ALLEN,1000000105,NULL,163,35,,,,,,7012345705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_106,LAMBERT IRL,1000000106,NULL,163,36,,,,,,7012345706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_107,TALMAGE PERCY,1000000107,NULL,163,37,,,,,,7012345707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_108,EBB DENVER,1000000108,NULL,163,38,,,,,,7012345708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_109,BENJIMAN ELLIOT,1000000109,NULL,163,39,,,,,,7012345709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_110,HAYWOOD BAXTER,1000000110,NULL,163,40,,,,,,7012345710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_111,PAT FLORENCE,1000000111,NULL,163,41,,,,,,7012345711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_112,ALFRED AUSTIN,1000000112,NULL,163,42,,,,,,7012345712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_113,CHAUNCEY ALVAH,1000000113,NULL,163,43,,,,,,7012345713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_114,JAMES ALOIS,1000000114,NULL,163,44,,,,,,7012345714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_115,WALKER ESTES,1000000115,NULL,163,45,,,,,,7012345715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_116,JEROME LIONEL,1000000116,NULL,163,46,,,,,,7012345716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_117,EMMET MILLARD,1000000117,NULL,163,47,,,,,,7012345717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_118,COLUMBUS WASH,1000000118,NULL,163,48,,,,,,7012345718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_119,WAYNE ROSCOE,1000000119,NULL,163,49,,,,,,7012345719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_120,HARLIE JULIO,1000000120,NULL,163,50,,,,,,7012345720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_121,CHRIST JOSH,1000000121,NULL,163,51,,,,,,7012345721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_122,EARLY BRYAN,1000000122,NULL,163,52,,,,,,7012345722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_123,LENA NORRIS,1000000123,NULL,163,53,,,,,,7012345723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_124,ELZIE GOLDEN,1000000124,NULL,163,54,,,,,,7012345724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_125,CARTER RICH,1000000125,NULL,163,55,,,,,,7012345725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_126,CAMPBELL ARLIE,1000000126,NULL,163,56,,,,,,7012345726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_127,FERD LORENZA,1000000127,NULL,163,57,,,,,,7012345727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_128,ARTIE BROOKS,1000000128,NULL,163,58,,,,,,7012345728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_129,BOYD COLEMAN,1000000129,NULL,163,59,,,,,,7012345729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_130,TONY BESSIE,1000000130,NULL,163,60,,,,,,7012345730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_131,FRANCIS MILLARD,1000000131,NULL,163,61,,,,,,7012345731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_132,BONNIE FREDERICK,1000000132,NULL,163,62,,,,,,7012345732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_133,ERNIE WADE,1000000133,NULL,163,63,,,,,,7012345733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_134,ELLIS MARVIN,1000000134,NULL,163,64,,,,,,7012345734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_135,BILLY MARSHALL,1000000135,NULL,163,65,,,,,,7012345735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_136,WILFRED JEFF,1000000136,NULL,163,66,,,,,,7012345736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_137,THERON ADDISON,1000000137,NULL,163,67,,,,,,7012345737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_138,EMERY COLEMAN,1000000138,NULL,163,68,,,,,,7012345738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_139,CAREY BERTIE,1000000139,NULL,163,69,,,,,,7012345739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_140,MIKE JUNIUS,1000000140,NULL,163,70,,,,,,7012345740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_141,HILLIARD BLAINE,1000000141,NULL,163,1,,,,,,7012345741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
partner_142,FOREST ALECK,1000000142,NULL,163,2,,,,,,7012345742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
